X;Y;ID
4207968.81644016;3876799.5374339;140786
4208361.69812481;3877487.20029282;140787
4208754.6070718;3878174.87380317;140788
4209147.54327846;3878862.55795655;140789
4209540.50674215;3879550.25274458;140790
4209933.49746021;3880237.95815883;140791
4210326.51542999;3880925.67419094;140792
4210719.56064883;3881613.40083249;140793
4211112.63311407;3882301.13807509;140794
4211505.73282306;3882988.88591034;140795
4211898.85977313;3883676.64432983;140796
4212292.01396163;3884364.41332516;140797
4212685.19538589;3885052.19288793;140798
4213078.40404326;3885739.98300972;140799
4213471.63993106;3886427.78368215;140800
4213864.90304663;3887115.59489678;140801
4214258.19338732;3887803.41664523;140802
4214651.51095045;3888491.24891906;140803
4215044.85573334;3889179.09170988;140804
4215438.22773334;3889866.94500925;140805
4215831.62694778;3890554.80880878;140806
4216225.05337398;3891242.68310006;140807
4216618.50700928;3891930.56787464;140808
4218192.59358788;3894682.21163775;140812
4218586.18322851;3895370.14870262;140813
4219373.4440862;3896746.05412225;140815
4219767.11529791;3897434.02246018;140816
4221735.87907768;3900874.02009368;140821
4222129.7133591;3901562.05075012;140822
4150603.97230575;3777592.74698196;141121
4150992.85702295;3778278.803495;141122
4151381.7693783;3778964.87186275;141123
4151770.70936929;3779650.95207702;141124
4152159.67699343;3780337.04412959;141125
4152548.67224821;3781023.14801226;141126
4152937.69513115;3781709.26371683;141127
4153326.74563973;3782395.39123509;141128
4153715.82377145;3783081.53055884;141129
4154104.92952381;3783767.68167986;141130
4154494.06289431;3784453.84458994;141131
4154883.22388044;3785140.01928088;141132
4155272.41247969;3785826.20574445;141133
4155661.62868956;3786512.40397244;141134
4156050.87250753;3787198.61395666;141135
4156440.14393109;3787884.83568885;141136
4156829.44295774;3788571.06916082;141137
4157218.76958497;3789257.31436435;141138
4157608.12381025;3789943.5712912;141139
4157997.50563107;3790629.83993316;141140
4158386.91504493;3791316.12028201;141141
